time_s,salinity,phy1,phy2,dsi,no3,nh4,po4,o2,toc,spm,dic,at,pco2,co2,ph,hs
0.0,0.10248357076505617,17.538725388596923,8.976803085419524,104.63446371083693,41.92152550795194,12.491120074767492,0.9058836429625321,223.4469208050938,285.03648297857865,108.4348963828727,1951.567870242941,1890.7003648579484,0.0,0.0,7.856865710175272,0.41840205802065017
86400.0,0.09930867849414408,17.527044844116347,8.632456221013097,95.13565345535412,35.92614524704865,12.546540501840171,0.7973210363278765,247.48290708814574,273.6754377898691,118.91906256217307,1789.0913809581546,1913.4242138059997,0.0,0.0,7.543012452926934,0.4278075473408204
172800.0,0.10323844269050347,16.314319529221056,9.71503595911262,92.89249820048246,41.02587284177402,11.556780494549608,0.8547037029316407,241.287028160261,318.0231925707121,130.17003813692034,1761.387953684498,1926.9538905013483,0.0,0.0,7.309035042820504,0.42926714099866253
259200.0,0.10761514928204013,16.151683513908,9.183851253715078,100.30235514874035,41.02875222325,12.198606030858054,0.8782458190029113,255.90149518484833,293.1337443770647,115.08053547886573,1767.8421267418648,1919.8531559016415,0.0,0.0,7.417247644361418,0.43368824848862075
345600.0,0.09882923312638332,16.27543918627772,8.858269804632094,103.11051055246219,36.560477364004505,12.884067009817237,0.8680013508606612,222.7721056598901,275.98566179403883,113.67562504986603,1873.331501057812,1949.9762476719086,0.0,0.0,7.437329098415683,0.40026500095856826
432000.0,0.09882931521525411,14.737126061173594,9.577328054709037,100.48577576100924,37.70863989145666,12.602028114290578,0.9404817185462646,228.35011780576463,309.7331451020866,131.40325179669347,1791.9966054020856,1986.6712362989467,0.0,0.0,7.129489567593217,0.40882472112497076
518400.0,0.10789606407753696,15.016238803017824,9.27646040299149,101.4728145339952,36.21042928910486,12.469265335739708,0.8647489935143488,235.18471764396335,320.5814698184504,130.77340637893147,1746.2363962586724,1941.4996418983465,0.0,0.0,7.639867845479015,0.4327281355995785
604800.0,0.10383717364576456,17.22171386703145,8.823916310908457,92.67530657283852,37.74994698050058,12.110071569279919,0.8023892035067044,239.74706203643348,307.31291482326884,123.5186262150947,1952.048430977358,1945.1361940014178,0.0,0.0,7.593131160169749,0.40736686034285563
691200.0,0.09765262807032525,17.30874565690739,8.419695290357675,89.1587638978105,37.40596646949683,11.999783546990692,0.8357246103256939,229.4850411254288,302.94685842262976,125.56740569261741,1722.83816036439,1749.5862863737489,0.0,0.0,7.9913598278286795,0.41998179350180503
777600.0,0.10271280021792983,15.669502086545693,9.300123955183341,102.82532843924001,39.29721365572417,11.518116920255917,0.7605528972205846,221.61940666268907,308.40898588767294,127.03312132079954,1800.9816032026254,1902.5506638893944,0.0,0.0,7.882909417527161,0.43018169900292774
864000.0,0.0976829115359377,16.195102804608176,9.114526996697316,93.77243865817755,40.12207553721318,12.240814213448447,0.8263090936186969,241.68415576411945,305.94858187524335,135.67750440477212,1854.2555115386547,1941.138425353601,0.0,0.0,7.1606182712437585,0.44007343630835316
950400.0,0.09767135123214872,15.859099801262968,8.700689746575854,93.78504040145613,40.104176029934045,11.991246039230267,0.7902942893321848,239.5696330232977,291.49225641471844,132.08121485165245,1647.3030080051096,1962.6174395841006,0.0,0.0,7.716337253913635,0.3873327081685549
1036800.0,0.10120981135783019,17.04053198241206,9.46060802121714,100.92897521478203,36.27279921493288,11.947798303908975,0.8571709516925344,220.40060822462905,302.1920008309497,141.16743235985012,1834.5431036550135,1826.0433338442874,0.0,0.0,7.057507810919495,0.44203343906195985
1123200.0,0.09043359877671102,16.227548613429327,8.119233789050478,96.93579718796875,36.767711460690606,11.273677125946666,0.7923069338468324,246.37199064377836,322.40773476459657,125.25347782699677,1695.0517109591185,1827.1938455855527,0.0,0.0,7.665096619358619,0.4234291296553722
1209600.0,0.09137541083743483,15.146353604660243,7.847865423474527,96.12590263579365,33.87813131577664,10.346310865639493,0.8050264740034323,243.97352350557804,320.10808669477444,134.54731386827692,1860.9295193100418,1833.2197143913847,0.0,0.0,7.213603798195706,0.4452952214433174
1296000.0,0.09718856235379514,14.398625863926227,8.122956325181557,103.02179165103968,35.344154463530224,12.040190999089326,0.7792664117203897,231.7881662545637,318.5137292849942,133.96845760058594,1699.4175873070815,1935.9175154401307,0.0,0.0,7.023693733567795,0.4484899425292259
1382400.0,0.09493584439832789,13.794231012693436,8.313663475533769,90.327626508232,38.43414152904993,11.061331094442455,0.8695098876026022,230.91333564766734,300.9165843453938,141.50759045213735,1845.0877215219164,1980.672660090855,0.0,0.0,7.503596175478522,0.4681861264743796
1468800.0,0.10157123666297636,15.028997063555684,8.352161693600726,97.32183459571804,39.45224888308357,10.766375314703359,0.7823346646846904,236.12017331454382,314.6011700336244,140.82671920940734,1879.7847621582227,1842.9664539519729,0.0,0.0,6.657797593541084,0.4643999765960031
1555200.0,0.09545987962239395,14.199004610352121,8.072825718544927,92.94976417063022,34.09979161341743,11.558743460843418,0.8626951991114747,219.62550923804952,286.4575135573771,151.91412135396385,1855.9217254019154,1964.6006680708194,0.0,0.0,6.747706004051865,0.4659660435345316
1641600.0,0.09293848149332355,13.596430943141232,8.233987659477302,93.60665821149415,35.11124788958359,10.874152432435624,0.8174687689463996,229.6189345572789,321.9319175182993,133.7362198746214,1799.6219612714817,1888.8792108982677,0.0,0.0,7.3271389907944915,0.46979749540221405
1728000.0,0.10732824384460778,14.049067770683825,7.510901342711556,99.08385420663346,35.977009052723936,11.59590205494893,0.7995555259934719,206.1331720071855,342.73008661726516,149.1295756434063,1754.775637346086,1863.6534478979738,0.0,0.0,7.420832329939677,0.4461610392328072
1814400.0,0.09887111849756733,13.621673683409671,8.506320006737699,94.06372897144827,36.369643932974256,11.270911988351624,0.7903235664679152,238.8275094411982,297.0288802204676,154.31979721856672,1722.230774436623,1853.5404455334478,0.0,0.0,7.251581703552332,0.442038069558837
1900800.0,0.10033764102343963,15.4882088543202,7.823273215766942,93.88277078848418,34.26548979233185,11.226566027586646,0.786519849750336,210.7213594582786,312.0274326576434,165.5158172304134,1901.6772050524937,1941.2485041349491,0.0,0.0,6.802406744253069,0.4622172565060525
1987200.0,0.09287625906893272,14.791680400694498,8.212631553759744,95.99837426789918,36.31011857071,10.041988124775306,0.6927905149299408,245.4984450892588,327.52113026269535,149.09212409594855,1707.5665414686946,1899.8853446210842,0.0,0.0,7.081404461737936,0.4607060408362363
2073600.0,0.09727808637737409,14.046402874544608,7.833308460335856,89.14836228136676,34.563913641881676,11.34980731112459,0.751453602829294,224.33892306547315,343.21920843008684,156.57686786128147,1675.8809610239446,2054.286748325336,0.0,0.0,7.525416675460287,0.4390815098720061
2160000.0,0.10055461294854934,14.96923018526396,7.79938739146485,86.70351375315566,35.22501679834666,10.764037179994855,0.7895256568159794,225.46404547629498,316.49197245375376,141.3574571579109,1824.3709207570273,1786.1342754020861,0.0,0.0,7.59339866468149,0.45655293194292695
2246400.0,0.09424503211288848,13.878265012741057,7.764939732844031,85.4873671573326,36.058434360946585,10.35506562336656,0.7511504421390967,220.50440231372434,313.26962211825145,140.98719298182306,1693.5372450053533,1912.0269262285003,0.0,0.0,7.370512212176259,0.4482149459331399
2332800.0,0.10187849009172836,13.122261530445506,7.642530159732507,81.0619294560195,34.961612494337956,10.55029583223885,0.6959216326842717,224.15021372077518,293.2286318331847,164.59209949120884,1678.1849806768566,1812.614432840915,0.0,0.0,7.800795255181476,0.43126143299236386
2419200.0,0.09699680655040599,14.637792108579838,7.639129524813024,98.56563613257866,34.043194530548284,9.477524855646392,0.7421272094111149,243.3186314564147,327.6731658665194,159.13397014981868,1632.99253694797,1779.1869418108702,0.0,0.0,7.518519734585898,0.48113714096887844
2505600.0,0.09854153125103363,13.855760074094079,7.815147814193197,84.38603128247969,34.46634104500682,10.539168323977634,0.8027135723826708,204.2859704632068,359.3904907054539,169.87461599453437,1715.750743403678,1857.1937626491278,0.0,0.0,7.094412533583473,0.4546887254809295
2592000.0,0.09699146693885302,12.689569395757694,7.327080978391004,88.03830620967678,34.359093192708656,9.727934554189218,0.7811920236464247,241.24605881716954,331.9830904406311,150.55100919850466,1749.130619023917,1869.1436504753028,0.0,0.0,7.264341178187459,0.5003727254113193
2678400.0,0.10926139092254471,13.15001923627257,7.43892926251976,87.5088066253784,33.73265668722048,9.495450005621597,0.7287883663377893,230.38174641266804,327.79198546783175,167.10157774797614,1775.9326715990655,2040.0667754121987,0.0,0.0,6.848884935992529,0.4192282412771636
2764800.0,0.09993251387631033,12.593704558017386,7.081624986102114,89.81373784849391,33.78419210783568,9.343719745095756,0.761388777133798,212.6807239981301,334.16065403370465,179.40061469690917,1836.2128607258157,1835.7789246441323,0.0,0.0,7.323592691590752,0.44498646760912325
2851200.0,0.09471144535522051,12.16218796151197,7.550879937011953,91.77114320250995,36.81207067444381,10.6024677853557,0.7093792726805961,213.97300077811332,329.38029649824716,168.72519197522072,1797.2246647537925,1746.4890611075846,0.0,0.0,7.7706366972882535,0.4598754116488778
2937600.0,0.10411272456051596,13.562338826708876,6.738837317682298,91.68061134191777,34.90158434111352,9.660883354795855,0.6572730253808187,244.86104319279167,316.8277896969212,168.73133568182027,1732.672703728216,1874.6128554046084,0.0,0.0,7.611402354168325,0.48669412560058445
3024000.0,0.0938957817501449,14.087715983802926,7.528565613937611,85.0719180790354,33.31372794281242,10.666347626504052,0.6813767196075876,215.04894166289176,344.55611825006616,167.65876370280543,1730.3470816052024,1662.8994671329683,0.0,0.0,7.872942390337596,0.4710922291648349
3110400.0,0.10104431797502378,11.866992539323295,6.82574996313823,86.62796141268883,34.85260106888134,9.575882476207894,0.7658803613984578,212.51335792671904,335.3483549782283,155.47614358006464,1790.523490912942,1837.499522000708,0.0,0.0,7.2437956459752995,0.47040105063734183
3196800.0,0.09020164938060113,13.016245557368421,6.288708885945151,88.32357504996638,32.98659477712912,8.93893682055185,0.6967181911247636,238.1327513287946,332.56002113774036,181.36710385957056,1855.3206960035498,1845.8092824816335,0.0,0.0,7.848104684252566,0.438352147663688
3283200.0,0.09335906975550785,12.153319903751218,6.75095824651913,85.75225130670087,35.3760398679751,9.166031555697202,0.6939309114843689,228.93479471320072,316.6841324806771,165.74239730864662,1753.7061884336508,1915.9103003253904,0.0,0.0,7.28018847651109,0.43889267027852213
