time_s,salinity,phy1,phy2,dsi,no3,nh4,po4,o2,toc,spm,pco2,co2,ph,hs,dic,at
0.0,0.10248357076505617,17.538725388596923,8.976803085419524,104.63446371083693,41.92152550795194,12.491120074767492,0.9058836429625321,223.4469208050938,285.03648297857865,108.4348963828727,0.0,0.0,7.159874823803115,0.44709592943942483,1790.4787139442271,1961.000112587785
86400.0,0.09930867849414408,17.527044844116347,8.632456221013097,95.13565345535412,35.92614524704865,12.546540501840171,0.7973210363278765,247.48290708814574,273.6754377898691,118.91906256217307,0.0,0.0,7.580052585405213,0.4203738755491639,1786.140981820944,1941.4575889358086
172800.0,0.10323844269050347,16.314319529221056,9.71503595911262,92.89249820048246,41.02587284177402,11.556780494549608,0.8547037029316407,241.287028160261,318.0231925707121,130.17003813692034,0.0,0.0,7.853380607389086,0.41089295027012046,1830.631111503202,1967.8812379141932
259200.0,0.10761514928204013,16.151683513908,9.183851253715078,100.30235514874035,41.02875222325,12.198606030858054,0.8782458190029113,255.90149518484833,293.1337443770647,115.08053547886573,0.0,0.0,6.784942606572323,0.4264611826737725,1779.645646359652,1934.3974416952738
345600.0,0.09882923312638332,16.27543918627772,8.858269804632094,103.11051055246219,36.560477364004505,12.884067009817237,0.8680013508606612,222.7721056598901,275.98566179403883,113.67562504986603,0.0,0.0,7.582155186589131,0.40575291485855924,1879.5943930058834,2050.2291376620924
432000.0,0.09882931521525411,14.737126061173594,9.577328054709037,100.48577576100924,37.70863989145666,12.602028114290578,0.9404817185462646,228.35011780576463,309.7331451020866,131.40325179669347,0.0,0.0,7.32474282597979,0.4565060938179118,1764.619868191061,1890.7387871820158
518400.0,0.10789606407753696,15.016238803017824,9.27646040299149,101.4728145339952,36.21042928910486,12.469265335739708,0.8647489935143488,235.18471764396335,320.5814698184504,130.77340637893147,0.0,0.0,7.467039596801017,0.42045698910189644,1779.3637609636626,1958.9487184045863
604800.0,0.10383717364576456,17.22171386703145,8.823916310908457,92.67530657283852,37.74994698050058,12.110071569279919,0.8023892035067044,239.74706203643348,307.31291482326884,123.5186262150947,0.0,0.0,7.592742106827054,0.41269007235608796,1829.850270785893,1988.96768563684
691200.0,0.09765262807032525,17.30874565690739,8.419695290357675,89.1587638978105,37.40596646949683,11.999783546990692,0.8357246103256939,229.4850411254288,302.94685842262976,125.56740569261741,0.0,0.0,7.350044568980543,0.40253586527198754,1762.0945974155488,1886.3666917452094
777600.0,0.10271280021792983,15.669502086545693,9.300123955183341,102.82532843924001,39.29721365572417,11.518116920255917,0.7605528972205846,221.61940666268907,308.40898588767294,127.03312132079954,0.0,0.0,7.378924562029492,0.4449111784946463,1779.016513588917,1936.035255139499
864000.0,0.0976829115359377,16.195102804608176,9.114526996697316,93.77243865817755,40.12207553721318,12.240814213448447,0.8263090936186969,241.68415576411945,305.94858187524335,135.67750440477212,0.0,0.0,7.335533930789594,0.44180962712085553,1825.1455387891367,1976.299625433678
950400.0,0.09767135123214872,15.859099801262968,8.700689746575854,93.78504040145613,40.104176029934045,11.991246039230267,0.7902942893321848,239.5696330232977,291.49225641471844,132.08121485165245,0.0,0.0,7.771936272168045,0.41454726657855556,1703.9211799136776,1817.4437767799488
1036800.0,0.10120981135783019,17.04053198241206,9.46060802121714,100.92897521478203,36.27279921493288,11.947798303908975,0.8571709516925344,220.40060822462905,302.1920008309497,141.16743235985012,0.0,0.0,7.564974815065031,0.4390823670009347,1811.411463593978,1978.0138707366782
1123200.0,0.09043359877671102,16.227548613429327,8.119233789050478,96.93579718796875,36.767711460690606,11.273677125946666,0.7923069338468324,246.37199064377836,322.40773476459657,125.25347782699677,0.0,0.0,7.489043052548627,0.39611994061839867,1860.776265130663,1998.2337618134736
1209600.0,0.09137541083743483,15.146353604660243,7.847865423474527,96.12590263579365,33.87813131577664,10.346310865639493,0.8050264740034323,243.97352350557804,320.10808669477444,134.54731386827692,0.0,0.0,6.934314968639673,0.4340596063290888,1724.26708900084,1861.7825009036274
1296000.0,0.09718856235379514,14.398625863926227,8.122956325181557,103.02179165103968,35.344154463530224,12.040190999089326,0.7792664117203897,231.7881662545637,318.5137292849942,133.96845760058594,0.0,0.0,7.262300968839111,0.44149230775410503,1811.9166884340784,1964.3073110280375
1382400.0,0.09493584439832789,13.794231012693436,8.313663475533769,90.327626508232,38.43414152904993,11.061331094442455,0.8695098876026022,230.91333564766734,300.9165843453938,141.50759045213735,0.0,0.0,7.732486359581991,0.4703401800170248,1817.9905372448009,1996.668019676357
1468800.0,0.10157123666297636,15.028997063555684,8.352161693600726,97.32183459571804,39.45224888308357,10.766375314703359,0.7823346646846904,236.12017331454382,314.6011700336244,140.82671920940734,0.0,0.0,7.4114960013694935,0.4182007953063796,1799.4775110349442,1955.9538163423306
1555200.0,0.09545987962239395,14.199004610352121,8.072825718544927,92.94976417063022,34.09979161341743,11.558743460843418,0.8626951991114747,219.62550923804952,286.4575135573771,151.91412135396385,0.0,0.0,7.639008052546983,0.40866758802705566,1724.9410661840118,1835.3587598499378
1641600.0,0.09293848149332355,13.596430943141232,8.233987659477302,93.60665821149415,35.11124788958359,10.874152432435624,0.8174687689463996,229.6189345572789,321.9319175182993,133.7362198746214,0.0,0.0,8.045715323744604,0.4185514868071128,1724.4362232957617,1864.1358806041355
1728000.0,0.10732824384460778,14.049067770683825,7.510901342711556,99.08385420663346,35.977009052723936,11.59590205494893,0.7995555259934719,206.1331720071855,342.73008661726516,149.1295756434063,0.0,0.0,7.774152660790269,0.41036619540647423,1864.0725056254146,2012.6070518756123
1814400.0,0.09887111849756733,13.621673683409671,8.506320006737699,94.06372897144827,36.369643932974256,11.270911988351624,0.7903235664679152,238.8275094411982,297.0288802204676,154.31979721856672,0.0,0.0,7.422420937014909,0.4708230673929571,1743.2574507251663,1867.6233246357613
1900800.0,0.10033764102343963,15.4882088543202,7.823273215766942,93.88277078848418,34.26548979233185,11.226566027586646,0.786519849750336,210.7213594582786,312.0274326576434,165.5158172304134,0.0,0.0,7.196966436931151,0.4771829742335805,1780.1599352975618,1908.139086706624
1987200.0,0.09287625906893272,14.791680400694498,8.212631553759744,95.99837426789918,36.31011857071,10.041988124775306,0.6927905149299408,245.4984450892588,327.52113026269535,149.09212409594855,0.0,0.0,6.645008945955877,0.45155363566697687,1741.3366788645899,1861.6787542626414
2073600.0,0.09727808637737409,14.046402874544608,7.833308460335856,89.14836228136676,34.563913641881676,11.34980731112459,0.751453602829294,224.33892306547315,343.21920843008684,156.57686786128147,0.0,0.0,7.318897295923728,0.47320651921420764,1733.0283266662395,1883.7264420285212
2160000.0,0.10055461294854934,14.96923018526396,7.79938739146485,86.70351375315566,35.22501679834666,10.764037179994855,0.7895256568159794,225.46404547629498,316.49197245375376,141.3574571579109,0.0,0.0,7.2584789843811315,0.4504923932006545,1719.9029862585833,1848.3989154848887
2246400.0,0.09424503211288848,13.878265012741057,7.764939732844031,85.4873671573326,36.058434360946585,10.35506562336656,0.7511504421390967,220.50440231372434,313.26962211825145,140.98719298182306,0.0,0.0,7.52047242775548,0.4468675965194672,1767.1074926113,1951.0787686779097
2332800.0,0.10187849009172836,13.122261530445506,7.642530159732507,81.0619294560195,34.961612494337956,10.55029583223885,0.6959216326842717,224.15021372077518,293.2286318331847,164.59209949120884,0.0,0.0,7.3175090158367535,0.4429944979541801,1775.7240944576033,1918.8934408322134
2419200.0,0.09699680655040599,14.637792108579838,7.639129524813024,98.56563613257866,34.043194530548284,9.477524855646392,0.7421272094111149,243.3186314564147,327.6731658665194,159.13397014981868,0.0,0.0,7.253943879677587,0.4449599424024137,1730.359785343661,1866.5069096785362
2505600.0,0.09854153125103363,13.855760074094079,7.815147814193197,84.38603128247969,34.46634104500682,10.539168323977634,0.8027135723826708,204.2859704632068,359.3904907054539,169.87461599453437,0.0,0.0,6.714149479334145,0.41834571131513654,1687.0884835953002,1849.645349345005
2592000.0,0.09699146693885302,12.689569395757694,7.327080978391004,88.03830620967678,34.359093192708656,9.727934554189218,0.7811920236464247,241.24605881716954,331.9830904406311,150.55100919850466,0.0,0.0,7.021404750329216,0.46089456293161424,1838.8178900513933,2011.4805482827476
2678400.0,0.10926139092254471,13.15001923627257,7.43892926251976,87.5088066253784,33.73265668722048,9.495450005621597,0.7287883663377893,230.38174641266804,327.79198546783175,167.10157774797614,0.0,0.0,7.541066706215571,0.4553948238694616,1827.6238019740877,1986.5476108413995
2764800.0,0.09993251387631033,12.593704558017386,7.081624986102114,89.81373784849391,33.78419210783568,9.343719745095756,0.761388777133798,212.6807239981301,334.16065403370465,179.40061469690917,0.0,0.0,7.995152506937445,0.47478782862331564,1723.8804969931186,1849.4357595065253
2851200.0,0.09471144535522051,12.16218796151197,7.550879937011953,91.77114320250995,36.81207067444381,10.6024677853557,0.7093792726805961,213.97300077811332,329.38029649824716,168.72519197522072,0.0,0.0,7.325415050320001,0.4612730986032949,1686.0219712037267,1807.4608921090803
