time_s,salinity,phy1,phy2,dsi,no3,nh4,po4,o2,toc,spm,dic,at,pco2,co2,ph,hs
0.0,31.67246774482446,5.338229208791363,3.0001410416663,4.614501118031472,1.8450893561715551,0.4666847573079169,0.21010736946003614,216.14218224744968,104.64984379486764,10.053828610750589,2013.4809408113867,2400.170865004992,0.0,0.0,7.686534441629422,0.10728649852319268
86400.0,32.76630934089208,5.2216073351478975,3.2015714690421193,4.757316021935204,2.002218459865817,0.5268655672523745,0.21824875211346031,211.6031040143996,92.1536469739904,9.696727437332601,2238.6594134763673,2166.260568126738,0.0,0.0,7.527566504286634,0.10304755922317554
172800.0,31.168898055909217,4.5,2.8929684022355424,4.673242437257276,2.075836314501558,0.5180910376324481,0.19002481752289546,193.56059841493007,94.88756510977063,9.791467795885987,2153.33630250863,2306.820216225755,0.0,0.0,8.62512617600871,0.0975311037151192
259200.0,31.110831513044015,4.907039365714937,2.8753269691719128,5.071587436753538,1.9339475672275432,0.517250046320229,0.20850591098736915,204.09332802521538,97.98586537793528,9.991496481586884,2031.3890441158298,2472.8947226575096,0.0,0.0,8.202171459597803,0.10619989941141522
345600.0,35.14524891600434,5.417256327381218,2.7,5.094496027734344,2.086258008253005,0.5250385860623448,0.19868422398787972,209.65702653883224,101.10243431632593,9.38792735790331,2119.632848984479,2493.3446378781723,0.0,0.0,8.556629846940725,0.09932138929881434
432000.0,34.229449332756786,4.890357566041107,2.7208858817173898,4.811528366302525,1.9989968097911255,0.4874228152159914,0.20912414152042316,200.2454348765393,99.03299446049738,9.099580043250345,2058.8688488671455,2320.895353846898,0.0,0.0,7.869812804018424,0.10715020902979154
518400.0,32.14865260278995,4.865064638619584,2.8708863902352375,5.082821412548629,2.0050009355904184,0.4844431443735089,0.20188210680436228,204.93298722056477,103.34579168232638,10.817368102305041,2071.4092375997657,2301.0927245192565,0.0,0.0,8.225291678090619,0.0957657377433595
604800.0,32.45079384452833,5.119246252603075,3.0840217939542054,5.3374355536246965,2.0670215594350254,0.47697078479967475,0.22000000000000003,209.61922961593513,91.75507590248591,10.49450415096462,2098.2001492586437,2336.2822269992066,0.0,0.0,7.86615888353308,0.10301641065023154
691200.0,33.23043610817894,5.5,2.810109826245946,5.017469172207688,2.0852965032240043,0.48184466268347925,0.19885071795417159,221.50159563146414,90.0,10.228970071547183,2171.4336786178574,2133.2374551078774,0.0,0.0,7.626703200302909,0.10631786128238047
777600.0,33.99429557821805,4.744693118911101,3.0179740686990826,5.0616685274955575,1.9044131147705585,0.5055723886458794,0.22000000000000003,220.29974901361672,94.1658389186739,10.27757720516044,2166.7287974501187,2585.0,0.0,0.0,7.76586691140869,0.09872254721918966
864000.0,33.61150297213281,4.855728174239808,2.840473132791969,4.997034599732229,1.997650667930817,0.5012829025230222,0.20029610152314287,203.81037929486342,101.76803551037266,10.653359862463647,2020.49646724382,2258.706321852674,0.0,0.0,7.29,0.09777155810063767
950400.0,29.92604622542038,5.031030318918352,3.0499324073411502,5.2512028976967695,1.8,0.4710570133421819,0.20795253155861326,226.60785098905225,103.51055085739395,9.779723214901658,2175.3990126200224,2519.219607087117,0.0,0.0,8.038040749644452,0.10234183340617789
1036800.0,32.4399866134914,5.075653390478127,2.7,5.331798653446409,1.9347531158539104,0.5204176733972656,0.2011810975369055,204.44828432570372,98.62715397716569,9.849324860059811,2068.0513270223996,2337.0095102511414,0.0,0.0,7.795471993763151,0.09519198037826487
1123200.0,32.36626060629651,5.130943017037604,2.97006855669965,4.770184610563738,1.878169802341886,0.510840240141353,0.1925146845150827,214.79851964860882,99.30428905939203,10.249395744956304,1923.832024195024,2494.217971894373,0.0,0.0,8.046293252968443,0.09087747731373873
