Branch,Segment_Index,Distance_km,Month,Season,Flow_Multiplier,Q_lat_m3_s,NH4_load_g_s,NO3_load_g_s,PO4_load_g_s,TOC_load_g_s,DIC_load_g_s,Is_Polder_Zone
Tien_Main,0,0,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,0,1,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,1,2,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,1,3,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,2,4,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,2,5,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,3,6,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,3,7,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,4,8,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,4,9,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,5,10,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,5,11,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
Tien_Main,6,12,1,dry,1.0,0.002,0.272517555200649,0.15210282150733898,0.044363322939640536,0.9506426344208686,0.4436332293964053,True
