Branch,Segment_Index,Distance_km,Month,Season,Flow_Multiplier,Q_lat_m3_s,NH4_load_g_s,NO3_load_g_s,PO4_load_g_s,TOC_load_g_s,DIC_load_g_s,Is_Polder_Zone
Tien_Main,0,0,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,0,1,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,1,2,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,1,3,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,2,4,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,2,5,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,3,6,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,3,7,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,4,8,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,4,9,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,5,10,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,5,11,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
Tien_Main,6,12,6,wet,8.0,0.016,2.180140441605192,1.2168225720587118,0.3549065835171243,7.605141075366949,3.5490658351712425,True
