time_s,H_m
0.0,0.6211657082460507
1800.0,1.1815446172652533
3600.0,1.6666997086601085
5400.0,2.0457399451908937
7200.0,2.294535842009742
9000.0,2.3972567781737677
10800.0,2.3473790955628138
12600.0,2.1481007373529675
14400.0,1.8121360510781068
16200.0,1.3609039332165087
18000.0,0.8231611972877869
19800.0,0.23316843422788533
21600.0,-0.37149455667676784
23400.0,-0.952324358040834
25200.0,-1.4723477111743055
27000.0,-1.898476976909088
28800.0,-2.2036170999415527
30600.0,-2.368389801178494
32400.0,-2.382365191747881
34200.0,-2.2447224701718125
36000.0,-1.9642978187633229
37800.0,-1.559016726983403
39600.0,-1.0547472399737396
41400.0,-0.48364755248327557
43200.0,0.11788641411233632
45000.0,0.7115423553855331
46800.0,1.2595336735129914
48600.0,1.7270065260988188
50400.0,2.084258380839893
52200.0,2.3086267469814077
54000.0,2.385927888991247
55800.0,2.311354117209244
57600.0,2.08977285114681
59400.0,1.73540885058843
61200.0,1.2709303665214524
63000.0,0.7259979650435557
64800.0,0.13536899823226842
66600.0,-0.46332104460363466
68400.0,-1.0319585723964508
70200.0,-1.5343801435661635
72000.0,-1.938674107125358
73800.0,-2.2192090321746214
75600.0,-2.35825989361115
77400.0,-2.3471287653073336
79200.0,-2.186689115591565
81000.0,-1.8873196324676775
82800.0,-1.4682324721459716
84600.0,-0.9562394350059724
86400.0,-0.3840353644485455
88200.0,0.21189124458009978
90000.0,0.7935868018290935
91800.0,1.3240516309033834
93600.0,1.7695951378537584
95400.0,2.1019771128959053
97200.0,2.300198970033764
99000.0,2.3518312292434373
100800.0,2.253793267313979
102600.0,2.012536400190503
104400.0,1.6436194688284338
106200.0,1.1707048462942542
108000.0,0.6240396931436022
109800.0,0.038520008793969066
111600.0,-0.5485385226680416
113400.0,-1.0997803910898192
115200.0,-1.580188935616842
117000.0,-1.9593122634804767
118800.0,-2.213194818551
120600.0,-2.32589199883213
122400.0,-2.2904720017259543
124200.0,-2.1094419211426447
126000.0,-1.7945719259656165
127800.0,-1.3661297604898137
129600.0,-0.8515753713231308
131400.0,-0.2837997873399619
133200.0,0.30097872382388613
135000.0,0.8655265608670052
136800.0,1.3739670806210067
138600.0,1.7940620279782304
140400.0,2.099256931217189
142200.0,2.2703606095121196
144000.0,2.296752507791406
145800.0,2.1770418722137754
147600.0,1.9191378618884365
149400.0,1.5397273122759834
151200.0,1.0631946188355876
153000.0,0.5200536882028436
154800.0,-0.0550071491756565
156600.0,-0.6253419203147468
158400.0,-1.1546837308019924
160200.0,-1.6094523326564665
162000.0,-1.9608856255892722
163800.0,-2.186859717089574
165600.0,-2.273282308234102
167400.0,-2.2149716129930694
169200.0,-2.015965993173105
171000.0,-1.6892458842035871
172800.0,-1.2558870707737142
174600.0,-0.7437005537400597
176400.0,-0.18544682721536274
178200.0,0.3832607108882545
180000.0,0.9262289618665364
181800.0,1.4089897618728926
183600.0,1.8009891188997942
185400.0,2.0775219293793348
187200.0,2.2212896077786835
189000.0,2.2234823859406063
190800.0,2.0843185608033146
192600.0,1.8130077285478878
194400.0,1.4271418140461103
196200.0,0.9515541381097303
198000.0,0.4167205404714005
199800.0,-0.1431944518048114
201600.0,-0.6925210862578169
203400.0,-1.196357861404537
205200.0,-1.6227900419871046
207000.0,-1.9449121273025813
208800.0,-2.1425260530645396
210600.0,-2.2034079055768045
212400.0,-2.1240636970931184
214200.0,-1.9099275049621287
216000.0,-1.5749909137874523
217800.0,-1.14088894084586
219600.0,-0.6355021598435084
221400.0,-0.0911653715325118
223200.0,0.45740203852524963
225000.0,0.9753115270854709
226800.0,1.4297251797616808
228600.0,1.791938566044142
230400.0,2.0391945032863608
232200.0,2.156113090150002
234000.0,2.135648137651789
235800.0,1.9795105420219732
237600.0,1.6980332538272571
