time_s,Q_m3s
0.0,4791.778053719766
3600.0,5327.396284957019
7200.0,5312.496483361963
10800.0,6109.7514721508915
14400.0,5021.099543347927
18000.0,5166.826933322679
21600.0,4333.327475207892
25200.0,5876.459310365625
28800.0,5442.930506258551
32400.0,5117.37397030704
36000.0,5167.244487153541
39600.0,5671.4067803508015
43200.0,5443.052719438303
46800.0,4861.642740272481
50400.0,4709.52193914684
54000.0,5285.834025119149
57600.0,4783.8910913504205
61200.0,5008.8236240301685
64800.0,4714.596575060399
68400.0,5331.083829750226
72000.0,6106.204257271865
75600.0,5437.887187403965
79200.0,5572.019352661047
82800.0,5904.792898143556
86400.0,4629.213156923932
90000.0,4551.8581984859
93600.0,5011.745896768076
97200.0,5108.755705367556
100800.0,5532.802981970955
104400.0,6085.329806822559
108000.0,5622.907972536631
111600.0,5031.995431617304
115200.0,5046.292570684505
118800.0,5655.584431795633
122400.0,5798.510388101605
126000.0,5044.089053946344
129600.0,5057.076405269403
133200.0,5308.178295489484
136800.0,5937.568192793961
140400.0,5230.044862465732
144000.0,4905.350366623537
147600.0,4780.2125090423815
151200.0,4212.1328834463
154800.0,5452.097291799081
158400.0,5061.769642638189
162000.0,4616.598262930726
165600.0,4907.189945392587
169200.0,4842.4239865651525
172800.0,5708.899817161738
176400.0,6036.208305179848
180000.0,6157.3615973799015
183600.0,5741.411057964431
187200.0,5233.771050309868
190800.0,5277.67244024147
194400.0,4483.561852300386
198000.0,5455.48279260349
201600.0,5408.570229036057
205200.0,5235.518467297637
208800.0,4967.84476958417
212400.0,6212.6467931816715
216000.0,5500.190266186378
219600.0,4369.813409879439
223200.0,5014.98421557956
226800.0,4872.819242064746
230400.0,4928.361674252287
234000.0,4729.468502224828
237600.0,4896.534445134818
241200.0,4828.119312239784
244800.0,4786.6656055567355
248400.0,5498.313802110061
252000.0,5587.420046917029
255600.0,5761.859787210228
259200.0,4739.107374001459
262800.0,5429.619128383367
266400.0,5713.061344959855
270000.0,5416.329318488219
273600.0,5692.558891500083
277200.0,4713.874836870896
280800.0,5834.940417196706
284400.0,5134.890926062933
288000.0,5153.105907775209
291600.0,5705.222488632132
295200.0,6104.857176723039
298800.0,6123.746391692783
302400.0,4366.965093493446
306000.0,5501.878778123484
309600.0,5438.456063509067
313200.0,5218.930456921497
316800.0,4847.368880707254
320400.0,4964.460833514848
324000.0,4759.197022147773
327600.0,4548.56287741248
331200.0,5338.943112576247
334800.0,4474.565229456543
338400.0,5252.854154377817
342000.0,5859.26298327167
345600.0,4861.039375110171
349200.0,5174.713766894909
352800.0,5472.279208824682
356400.0,5288.505293008917
360000.0,6746.643334179597
363600.0,5412.354580296019
367200.0,4793.391076866065
370800.0,5474.504950188096
374400.0,5388.162538040453
378000.0,5931.970403794273
381600.0,5341.783960281359
385200.0,5444.218051649187
388800.0,4944.144413635759
392400.0,4887.175969279005
396000.0,5520.906544730185
399600.0,5379.479590794602
403200.0,5393.654611949332
406800.0,5039.441473893215
410400.0,4602.451675723546
414000.0,5290.123136401702
417600.0,5208.373101326534
421200.0,5293.617059173334
424800.0,5583.258905233562
428400.0,5154.499908040643
432000.0,5296.790628905328
435600.0,5117.362475912661
439200.0,5197.148127703798
442800.0,4629.927161623684
446400.0,4522.279759021846
450000.0,5535.223996739129
453600.0,4677.23476558223
457200.0,5195.271233250731
460800.0,5708.311878169487
464400.0,4492.5079510581545
468000.0,5872.510972886667
471600.0,5999.246668618665
475200.0,5220.944589407339
478800.0,5081.9841616326885
482400.0,4942.448897519105
486000.0,4033.7788453692197
489600.0,4303.387368585143
493200.0,5264.742303427526
496800.0,4746.873348767725
500400.0,4316.9722340886065
504000.0,5100.442473957713
507600.0,5619.859408873623
511200.0,4618.223356736721
514800.0,4636.991083097175
518400.0,4648.13219399906
522000.0,5576.503131570327
525600.0,4616.537564406862
529200.0,5122.760952116478
532800.0,5823.635554308336
536400.0,5514.2557146569725
540000.0,5226.308130461968
543600.0,6529.090361506664
547200.0,5260.004572017843
550800.0,5286.211346650038
554400.0,4602.350910246334
558000.0,5712.476332140174
561600.0,5279.413959727089
565200.0,4924.742844326497
568800.0,4972.212533760622
572400.0,4825.721500005925
576000.0,4760.285752770232
579600.0,4759.5947333120375
583200.0,4992.007718155631
586800.0,5190.527831685963
590400.0,4893.440927313587
594000.0,4743.539277739652
597600.0,4448.348238947828
601200.0,4627.35871772642
604800.0,5491.9329991950835
608400.0,5016.910280515536
612000.0,4865.744300493614
615600.0,5758.62032923446
619200.0,4986.315157024472
622800.0,5249.133884964992
626400.0,5366.072175573958
630000.0,5234.239660949337
633600.0,6316.425346723091
637200.0,5561.362072792756
640800.0,5457.765388009275
644400.0,4700.762991804554
648000.0,4867.1745440787945
651600.0,4941.975838963673
655200.0,4702.6334581707515
658800.0,4877.559012220178
662400.0,4783.91845899089
666000.0,5002.443687410128
669600.0,4338.698121042509
673200.0,5004.117492423948
676800.0,5334.2715592802
680400.0,4869.983943637009
684000.0,4867.23037449603
687600.0,5177.545280101905
691200.0,4267.694395903941
694800.0,5901.647195277932
698400.0,4700.006277962861
702000.0,5085.361636211223
705600.0,5363.178772124173
709200.0,5545.047365384026
712800.0,4837.478589057167
716400.0,5037.530118507347
720000.0,5000.564894739354
723600.0,5838.8139355817375
727200.0,4975.122725528938
730800.0,5031.954968052332
734400.0,4836.822476466059
738000.0,5679.676509503711
741600.0,4815.204607168891
745200.0,5204.498454001573
748800.0,4533.013140793576
752400.0,4110.569038275992
756000.0,4009.0883499139027
759600.0,5014.591525281355
763200.0,5111.151938195106
766800.0,5267.076557970219
770400.0,5032.331929497642
774000.0,4938.324283287377
777600.0,5299.391110369225
781200.0,4447.465488198793
784800.0,5412.53958843817
788400.0,5150.234635658859
792000.0,4999.016528698196
